Product ID,SKU,Name,Category,Price,Original Price,Discount,Description,Weight (kg),Dimensions (cm),Brand,Color,Warranty (months),Stock (units),Trending
P524376,SKU-61843,None Electronics,Books,R$ 1016.71,R$ 1752.95,42%,Vote accept red during scene friend sister ten baby morning garden matter happen social allow value last.,2.3,72x52x83,Young-Glass,Blue,16,283,1
P33390,SKU-77021,Perhaps Home,Sports,R$ 487.88,R$ 956.63,49%,International maybe director design financial page big price finish price painting glass recently information tell sure wide foreign safe.,9.6,59x54x81,Reese-Coleman,Blue,10,198,0
P668912,SKU-87677,Fire Electronics,Sports,R$ 115.68,R$ 160.67,28%,Near sport foreign shoulder spend same season cover lose capital address western man manager language have learn community house sound.,5.5,14x47x33,Le-Henderson,Black,14,28,1
P196678,SKU-48383,Daughter Home,Electronics,R$ 932.78,R$ 1828.99,49%,Give across national interview I travel though movie reach time spring ask tree.,6.1,42x15x62,Zamora and Sons,Yellow,7,244,0
P353391,SKU-45074,Until Home,Books,R$ 355.42,R$ 428.22,17%,Enter person talk despite indeed ground nation important form his interest almost industry present make family mother direction.,4.6,44x23x20,Mccullough-Thomas,Gray,6,122,1
P324194,SKU-82807,Heart Books,Books,R$ 697.48,R$ 982.36,29%,International shake final hour just itself group chair hard leg wind along.,7.5,35x89x62,Murray-Wright,Red,23,413,0
P687557,SKU-64944,Simple Electronics,Books,R$ 51.07,R$ 89.59,43%,Door around speech well study keep born concern possible office participant half play.,2.3,58x98x89,Mitchell LLC,Black,6,69,1
P987846,SKU-29468,Respond Books,Sports,R$ 251.78,R$ 419.64,40%,Here team accept food group explain always window cultural represent activity car listen him.,1.5,56x89x47,Holmes-Strong,White,24,385,1
P523499,SKU-16750,Always Fashion,Home & Kitchen,R$ 1198.13,R$ 1426.34,16%,Significant instead difficult design participant choose company administration drive indicate executive.,5.9,28x35x21,"Cisneros, Harvey and Reed",Yellow,23,397,0
P126440,SKU-66461,Least Home,Fashion,R$ 675.86,R$ 785.88,14%,Make last environment always several likely determine see somebody.,10.0,95x28x14,Adams-Elliott,Black,14,51,1
P57934,SKU-7367,Yes Home,Electronics,R$ 841.44,R$ 1558.23,46%,Cost close picture walk like close expect top theory six challenge deal which room poor.,9.3,92x74x22,"Gilbert, Daniel and Watts",Blue,16,98,1
P75970,SKU-10029,Thus Electronics,Electronics,R$ 92.15,R$ 167.54,45%,Much wind professor guy here lose heart there focus official few.,5.6,35x100x36,Allen-Cook,White,13,369,1
P789279,SKU-2588,Dark Sports,Electronics,R$ 1154.92,R$ 1749.88,34%,Be station another clearly class evidence speech much event night computer.,8.4,28x99x92,Dyer-Chung,Black,9,11,0
P390875,SKU-21245,Tonight Home,Electronics,R$ 450.74,R$ 834.7,46%,Meet some situation animal some military arrive somebody nature according activity run institution probably election about.,8.9,39x14x39,Newman-Mills,Red,21,59,1
P61345,SKU-99151,Million Books,Sports,R$ 973.67,R$ 1570.43,38%,Born article base sure beautiful wall speech way activity easy compare modern choice build phone one computer.,7.4,70x85x75,"Burnett, Johnson and Davis",Green,11,86,0
P245636,SKU-88834,Majority Home,Sports,R$ 349.97,R$ 636.31,45%,By different whether sea assume shoulder news expert interview care gas new stand mission meeting decide.,3.5,48x76x99,Wiley PLC,Green,10,28,1
P238064,SKU-59152,Book Fashion,Fashion,R$ 661.88,R$ 719.44,8%,Reason far material machine hotel attack meeting finally carry our guess guy with whose everything seem focus kid left protect.,5.1,14x27x22,Cook-Lloyd,Black,20,294,1
P716769,SKU-52138,Or Fashion,Electronics,R$ 347.88,R$ 599.79,42%,Sometimes cup score ago run film between democratic information.,9.6,75x43x20,Adams PLC,White,21,358,1
P196335,SKU-71686,Interest Fashion,Electronics,R$ 1019.01,R$ 1435.23,29%,Similar or Mr think so draw ask age experience help development wrong take generation low throughout begin.,7.5,61x12x70,"Brown, Hudson and Hamilton",Red,21,314,1
P453889,SKU-38332,Truth Books,Sports,R$ 824.04,R$ 947.17,13%,Specific never yourself project bill before hear well left who.,1.7,52x80x67,Wilcox Inc,Red,15,414,0
P303975,SKU-42594,One Electronics,Sports,R$ 797.01,R$ 1245.33,36%,Food decision religious then paper everything safe best leave program shake fine land fall life difficult cell evening.,10.0,71x19x44,"Ramirez, Pacheco and Butler",Yellow,6,383,1
P516037,SKU-58308,Per Home,Sports,R$ 934.13,R$ 1831.63,49%,Form reach feeling hear recognize drug skill safe now.,2.6,64x60x70,"Harrington, Jones and Hernandez",Gray,12,14,1
P106107,SKU-34411,Author Home,Electronics,R$ 1607.23,R$ 1890.86,15%,Any whether customer hold ground push again ready language carry painting force.,9.2,24x30x60,Ramos-Guzman,Blue,18,487,0
P811731,SKU-3054,Will Books,Electronics,R$ 209.72,R$ 322.65,35%,Order kid nation small together in item sound decide artist who become good customer leg ten cut return.,8.7,81x29x79,Andrews Group,Black,18,393,0
P890649,SKU-85877,Scientist Books,Home & Kitchen,R$ 1492.06,R$ 1888.68,21%,Leave win history head wall goal price particular much.,5.8,40x77x34,Mclean Ltd,Gray,8,250,1
P985621,SKU-43055,Traditional Sports,Electronics,R$ 225.79,R$ 268.8,16%,Level her card ago unit American around money degree her sure military stand time open organization tend middle practice dream.,8.1,33x16x87,Durham-Johnson,Green,20,466,1
P736176,SKU-37985,Vote Sports,Books,R$ 533.79,R$ 693.23,23%,Back especially thing lay summer development six here other pattern ever during hospital focus to but name be close step.,3.4,97x37x91,Harris Group,Gray,20,389,0
P331180,SKU-6041,Hold Books,Fashion,R$ 805.71,R$ 1464.92,45%,Western marriage hear language often address huge more turn be reality try around heart beautiful final subject table spring.,4.8,36x70x61,Gomez-Wilson,White,17,171,0
P937116,SKU-32767,Learn Electronics,Fashion,R$ 303.17,R$ 409.69,26%,Adult nothing we new art down item fast city its.,4.9,96x51x16,"Dickson, Gutierrez and Doyle",Gray,21,273,0
P620870,SKU-59141,Real Sports,Home & Kitchen,R$ 334.31,R$ 470.86,29%,According against adult force national store a who tree short ball network film relate low.,6.7,16x85x64,"Freeman, Torres and Perry",White,6,474,1
P408395,SKU-30990,Rise Fashion,Fashion,R$ 1150.44,R$ 1386.07,17%,Interview develop investment space professor late walk development that issue last data.,6.2,64x92x70,"Burgess, Morrison and Patterson",White,24,439,0
P470904,SKU-39955,Majority Sports,Home & Kitchen,R$ 282.52,R$ 357.62,21%,Main development development social glass other much want wall summer south head set oil discuss artist clear follow woman.,2.2,53x46x26,"Torres, Anderson and Holmes",Red,21,352,0
P322738,SKU-87270,Small Home,Books,R$ 605.21,R$ 687.74,12%,Trial often answer off skill many nation during director claim body.,4.0,71x20x54,"Maddox, Martin and Freeman",Blue,16,420,1
P638841,SKU-67528,Green Home,Fashion,R$ 779.66,R$ 885.98,12%,One model job build ball near wide them try listen election mouth trade push.,4.7,71x76x75,Malone-Reid,White,17,224,1
P840188,SKU-50721,Himself Fashion,Electronics,R$ 449.8,R$ 749.67,40%,Hotel majority follow character little since discuss employee half indeed imagine international serious politics cold election.,7.7,69x24x85,"Lutz, Kennedy and Mitchell",White,6,1,1
P361767,SKU-18622,Increase Home,Sports,R$ 193.59,R$ 205.95,6%,Have material official machine try statement dark rate stock against run local turn sea area system east physical.,6.0,16x44x30,Robinson-Marks,Green,13,19,0
P412351,SKU-78588,Magazine Fashion,Sports,R$ 1151.74,R$ 1828.16,37%,Likely forward southern sign mission window executive wish mother.,3.0,68x61x24,Jones-Haynes,White,24,257,1
P124136,SKU-60468,Least Books,Fashion,R$ 632.11,R$ 1149.29,45%,Sit protect catch discover small out material specific major well employee amount offer make which.,7.5,71x91x80,Williamson-Allen,Black,22,93,0
P76307,SKU-32777,Available Electronics,Electronics,R$ 1164.72,R$ 1819.88,36%,He still spend whatever federal from firm there light explain believe.,4.5,85x73x94,Garcia LLC,Red,24,441,0
P906974,SKU-92502,She Fashion,Books,R$ 1648.34,R$ 1985.95,17%,Nothing owner very human plan those low million safe book take clear doctor country.,3.0,90x25x57,Gray Group,White,7,375,0
P952790,SKU-94945,Base Fashion,Electronics,R$ 310.65,R$ 330.48,6%,Play entire experience kind visit relationship wide prepare first pick their light remember government use second energy smile.,4.2,26x72x32,"Petty, Peterson and Hawkins",Green,7,83,0
P376409,SKU-79976,Threat Fashion,Electronics,R$ 512.49,R$ 800.76,36%,Smile forget product short expert mean part debate which behavior forward dream certain billion investment book series.,4.6,89x84x94,"Crawford, Roberts and Vazquez",Blue,21,58,0
P162884,SKU-94859,Condition Books,Books,R$ 330.11,R$ 478.42,31%,Staff over four worry discover research risk close trouble about change threat themselves rise collection recently industry peace whatever.,7.2,67x76x13,Rodriguez-Lopez,Gray,15,148,0
P447495,SKU-67539,Hold Home,Electronics,R$ 228.22,R$ 414.95,45%,Win wind purpose just scene usually billion evening put PM.,9.6,53x70x95,Zimmerman Inc,Green,11,200,1
P719504,SKU-60192,Create Sports,Sports,R$ 1313.14,R$ 1396.96,6%,Score condition growth town behavior anything ask site support.,4.9,58x50x74,Sims PLC,Gray,18,499,0
P483093,SKU-23421,Health Sports,Home & Kitchen,R$ 1334.11,R$ 1961.92,32%,Place at hit rich since tax significant when toward threat whole than key.,4.6,92x82x94,"Martin, Brown and Williams",Yellow,12,57,0
P783799,SKU-61845,Congress Sports,Sports,R$ 650.98,R$ 1017.16,36%,Rather film religious range force person bill treatment high something compare war another tell large.,6.0,87x47x10,Munoz-Woods,Green,13,162,0
P635589,SKU-95790,Officer Fashion,Sports,R$ 198.8,R$ 272.33,27%,Find staff true deep fight seem pay authority material people.,1.1,34x42x35,Turner-Smith,Red,8,151,1
P421096,SKU-94352,Investment Home,Sports,R$ 443.59,R$ 821.46,46%,First minute here benefit voice light think prepare every available quite help.,3.0,41x46x23,Phillips-Stevens,Blue,15,191,1
P804678,SKU-6961,Clear Home,Books,R$ 998.0,R$ 1425.71,30%,Challenge less eat peace south third often research herself group road according member carry.,6.4,42x34x15,Macias-Guerra,Blue,11,271,0
P708315,SKU-40803,Foreign Home,Fashion,R$ 1226.99,R$ 1859.08,34%,Expert think quality film tell seat figure agreement nothing suddenly break we.,7.2,21x30x27,Wong Ltd,Red,15,268,1
P442850,SKU-55790,Upon Fashion,Sports,R$ 56.1,R$ 110.0,49%,Option almost provide prevent west region able of necessary budget coach discuss nor like court same leave other.,9.8,35x35x69,Wilson-Ferrell,Blue,8,300,0
P752775,SKU-31397,West Sports,Sports,R$ 568.12,R$ 1092.53,48%,Election fill attack mission Republican reason anything eat magazine those heart strategy improve plant.,3.3,41x68x42,James-Oconnor,Black,23,462,0
P993866,SKU-29569,Shoulder Home,Books,R$ 667.07,R$ 803.7,17%,Follow seek stand artist market easy old quality great.,8.4,25x39x54,"Simon, Mack and Russell",Red,21,475,0
P924296,SKU-27527,Often Electronics,Electronics,R$ 1131.7,R$ 1640.15,31%,Stay meet current hot study else much outside board.,6.9,51x72x10,Morton Inc,Yellow,22,210,0
P166780,SKU-12533,Mean Home,Books,R$ 1123.09,R$ 1369.62,18%,Room left plant different brother accept education station tree happy PM actually issue probably remember eat woman tend wear manager.,9.8,94x69x74,"Mendoza, Scott and Rivera",Gray,16,224,1
P561841,SKU-47642,Event Fashion,Home & Kitchen,R$ 728.24,R$ 809.16,10%,Statement American table matter page work open science say available church tree while group determine.,2.8,14x51x10,"Perez, Lowe and King",White,19,242,1
P134149,SKU-94176,Too Fashion,Fashion,R$ 243.3,R$ 304.12,20%,Example statement make across statement policy season most understand his by its rest care police them support.,5.0,18x95x12,Walls-Young,Blue,22,375,0
P958040,SKU-34865,Occur Fashion,Sports,R$ 977.47,R$ 1149.97,15%,Guess relationship give level environmental phone space quality claim PM young city speech to particular.,5.0,97x80x80,Sanchez LLC,White,7,164,0
P662758,SKU-27884,Recently Books,Home & Kitchen,R$ 319.58,R$ 375.98,15%,Heavy foot fire process one phone concern data how human prevent message improve drop local pay.,3.1,20x63x53,Sweeney-Walker,Blue,18,82,1
P875870,SKU-10219,Read Fashion,Books,R$ 978.35,R$ 1482.35,34%,Play girl season area as perform several throw create be capital rise country first exist music history cut decision example.,9.0,97x54x98,"Johnson, Moore and Gross",Green,10,409,1
P222891,SKU-34893,Discussion Electronics,Sports,R$ 34.81,R$ 66.95,48%,New public culture information produce discover professional thing our.,2.8,29x47x59,Benson-Flores,White,24,394,0
P392898,SKU-80005,Offer Electronics,Fashion,R$ 589.97,R$ 842.82,30%,Sort include red dark former speak until exactly term new into program require present street simple month.,2.1,83x31x68,"Braun, Woodward and Ortega",Blue,20,124,1
P584883,SKU-62027,Party Fashion,Electronics,R$ 1056.49,R$ 1821.53,42%,Build thought garden million fly father shake and society issue rock.,1.0,100x78x58,Brown and Sons,Red,11,312,1
P347879,SKU-33814,Order Fashion,Electronics,R$ 272.65,R$ 378.68,28%,Close crime new play measure owner charge movie lot than section page.,8.0,52x59x77,Miller Inc,Yellow,15,410,0
P492585,SKU-19153,Country Fashion,Sports,R$ 991.09,R$ 1769.8,44%,Yet prevent glass American wear score ten significant by cell stage future.,4.7,32x59x48,"Peterson, Robles and Graves",White,6,336,1
P411538,SKU-68745,Interesting Fashion,Electronics,R$ 1888.86,R$ 1988.27,5%,Hour me start opportunity east talk trade out time available back.,6.4,76x34x55,Gonzalez Group,Green,14,25,0
P440636,SKU-4118,Two Sports,Sports,R$ 684.41,R$ 795.82,14%,Still international eight movie southern movie which leave design.,7.8,94x25x99,Miller LLC,Black,18,133,1
P519149,SKU-49020,Reveal Home,Fashion,R$ 536.39,R$ 696.61,23%,Few control ground wife difference must computer bed right hold bank even give scene model sign certain.,7.4,98x80x14,Thomas-Potts,Green,24,200,0
P540076,SKU-52088,Common Fashion,Fashion,R$ 349.15,R$ 601.99,42%,Purpose entire toward realize within car myself speak follow mean along gas old executive worry.,3.3,98x76x31,Copeland and Sons,Red,6,265,1
P783602,SKU-58282,Over Sports,Electronics,R$ 107.77,R$ 156.19,31%,Wall thus change television born level yeah range make result green director born message this light memory body nation discover.,3.1,78x59x41,Short-Holland,Yellow,16,296,1
P307251,SKU-59865,Determine Books,Fashion,R$ 1178.39,R$ 1841.24,36%,Card full movement yes care model Congress production attention.,5.8,95x70x73,Bradley-Hunter,Gray,18,0,1
P637488,SKU-7741,I Sports,Books,R$ 751.51,R$ 988.83,24%,Character also store million natural even commercial floor be talk some office include current ok admit.,3.0,59x14x72,Wagner and Sons,Yellow,19,161,1
P467786,SKU-27198,Each Books,Home & Kitchen,R$ 853.12,R$ 1236.4,31%,Sit really down former figure stuff answer usually building marriage writer leader pattern area.,7.4,89x88x91,Klein PLC,Gray,18,271,0
P467469,SKU-35747,Budget Fashion,Home & Kitchen,R$ 219.97,R$ 385.92,43%,Strategy feel save really onto third house specific each eye mention smile plant school group eight.,7.1,83x61x59,Peck-Brown,Green,21,160,0
P253180,SKU-49412,In Electronics,Fashion,R$ 505.59,R$ 789.98,36%,Time section and control level before region student what more bed maybe whose yeah where trip everybody side.,3.1,52x16x55,Rivera LLC,White,10,187,0
P233133,SKU-2516,Very Fashion,Home & Kitchen,R$ 1354.06,R$ 1781.66,24%,I speech up just group car firm wide trouble specific happy seek much.,9.1,38x98x88,Rivera Inc,Green,8,82,1
P572374,SKU-50641,Key Fashion,Home & Kitchen,R$ 605.28,R$ 1100.51,45%,Outside last class design level argue mention value southern less activity ten second strategy five whether traditional religious.,9.7,56x88x98,Douglas-Gordon,Black,11,92,0
P676850,SKU-10622,Price Home,Books,R$ 1506.11,R$ 1751.29,14%,Compare require bed whole daughter star space me purpose hospital involve security condition particularly stock lay line chance decade particular national.,6.2,98x51x78,"Smith, Clark and Jensen",White,13,128,1
